"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001863, 1, 0.001863, x1='-1.1512925464970225', x2='-1.1512925464970225', x3='-16.46466924123829', x4='-16.46466924123829'
0.030839, 2336.798550, 0.048284, 1, 0.017444, x1='-1.1512925464970225', x2='-1.1512925464970225', x3='-16.46466924123829', x4='-16.46466924123829'
0.073178, 2336.798071, 8.394523, 2, 8.321345, x1='-1.1124202842406694', x2='-1.165540036460298', x3='-16.468878495881597', x4='-16.284410739026765'
0.093849, 2336.788806, 11.946116, 3, 11.852267, x1='-0.9862129619133642', x2='-1.2251977684676856', x3='-16.501772119504743', x4='-15.051940338714275'
